,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
43,Senior Data Engineer,$80K-$132K (Glassdoor est.),"Senior Data Engineer

Master’s degree in Information Technology, Computer Science with 2 years experience.

Design, build, & maintain Consumer Identity Management System to match Affinity consumer database using frameworks such MD5 & SHA512.

Build & maintain Analytical Data Platforms using appropriate SQL, NoSQL and NewSQL technologies like MapR, Spark, Hadoop, & Python.

Lead engineering processes to ensure data quality & meta data documentation using tools like Python, Amazon RedShift, Tableau & Confluence.

Perform quantitative analysis of customer data using tools like SaaS & machine learning. Monitor tag transactions to correctly reward consumers based on merchant reward program offerings.

Skills: SQL, NoSQL, NewSQL, MapR, Spark, Hadoop, Python, Amazon RedShift, Tableau, Confluence, SaaS & machine learning.

Send resume to Affinity Solutions, Inc, Attn: HR Department, 875 Avenue of the Americas, 21st Floor, New York, NY 10001.",2.9,"Affinity Solutions
2.9","New York, NY","New York, NY",51 to 200 employees,1998,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Commerce Signals, Cardlytics, Yodlee"
44,Data Scientist,$80K-$132K (Glassdoor est.),"Job Description


Oversight is a leading provider of cloud-based artificial intelligence solutions automating and analyzing financial payment transactions to identify fraud, non-compliant purchases, and wasteful spending. Oversight analyzes over $2 trillion in expenditures annually at Fortune 5000 companies and government agencies worldwide.

In this position as a Data Scientist, you will be working with a team of skilled and motivated data scientists and machine learning engineers designing and building AI solutions to expand our product line.

Responsibilities


Our team is at the fore front of building, operating and supporting business systems with machine learning at their core.

As a Data Scientist you will be incorporating machine learning into our products in order to transform how companies find and manage spend risk throughout their organization. You will collaborate with cross functional teams on complex data science problems and be responsible for solution design, data preparation, model building, and model management.

Ultimately, we’re looking for people who are excited by machine learning, data and technology, love to solve problems, constantly challenge themselves to provide the best user experience, can work well alone, have a wide range of skills and are able and willing to constantly learn.

Skills


Technical Skills/Requirements
3+ years real world experience in a data science or equivalent role
Extensive experience designing and maintaining a machine Learning pipeline – ETL, feature engineering, modeling, predicting, explaining, deploying and ongoing diagnostics
Excellent pattern recognition and predictive modeling skills
Experience communicating complex models and designing
Strong experience with data processing and data analytics
Experience analyzing a wide variety of structured and unstructured data
Strong communication and data presentation skills
Experience in both R&D and commercial software product development environment is a plus
Technologies
Expertise in python, scikit-learn, and pandas
Experience with Deep learning frameworks (FastAI , Keras, PyTorch etc.) preferred
SQL
Linux

Interested and qualified candidates should submit a resume with salary requirements to recruiter@oversightsystems.com.

About Oversight

The world’s largest companies and government agencies trust Oversight to identify enterprise spend risk no matter where it resides in their organization. Oversight’s AI-powered platform drives financial transformation by reducing audit effort and eliminating data silos to monitor and analyze 100% of spend transactions with unparalleled accuracy. With full visibility into spend, Oversight customers find and prioritize employee-initiated and third-party spend risk that would otherwise go undetected by in-house processes. By identifying process breakdowns and making corrections early, Oversight helps optimize budgets, reduce out-of-policy spending by 70% while maximizing audit efficiency and eliminating cash leakage.

Oversight is an equal opportunity employer.

Job Applicant Privacy Notice",4.7,"Oversight Systems
4.7","Atlanta, GA","Atlanta, GA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1
45,Senior Data Engineer,$80K-$132K (Glassdoor est.),"Summary The Senior Data Engineer is a key position for developing, maintaining, managing and evolving our data processing and analytics platform and services. On average, our platform typically receives / processes over 15,000 data points a second.
Key Skills: Kafka, Cassandra, Spark, SQL
Essential Duties and Responsibilities (Other duties may be assigned in addition to the items included below.)
Create new, and maintain existing Spark jobs written is Scala and/or PySpark
Developing scripts using Python, Numpy, Pandas, Bash, SQL
Expand and optimize the performance of the big data platform, including
o Kafka and other components of real-time pipelines
o Spark jobs
o Cassandra storage
o Google Big Query Analytics
Identify opportunities and recommend solutions for improving platform efficiency and effectiveness
Identifying and developing additional analytics methods for
o existing data
o new data opportunities
Monitors, analyzes, reports and troubleshoots the existing big data platform
Provides ongoing system administration, management, trending, analysis and troubleshooting activities for the big data platform
Creating metrics, monitoring tools, documentation, training and other tools to expand capabilities of Level 1 support members * Contribute to task forces and special projects initiated within departments/divisions
Participate in After Hours Support activities * Perform other duties or responsibilities as assigned or required. Education and/or Experience * 4-year degree from accredited college or university.
5+ years programming / scripting experience with Scala, Python, Bash
2+ years’ experience with Spark, Kafka, Cassandra
2+ experience with Advanced SQL
2+ years’ experience managing servers and systems
Strong analytical troubleshooting skills
Excellent written and oral communication skills
Ability to multitask and prioritize
Strong organizational and detail-oriented skills Additional Skillsets Desired
Google Cloud Environments * Hadoop and Yarm Farm
Apache Flink
Apache Airflow
Kubernetes
MySQL
Debian Linux
Ubuntu Linux
Aoache Web Server
Nginx Web Server
Benefits
Equal opportunities for all * MacOS or Windows as your workstation
Job Type: Full-time
Pay: $125,000.00 - $150,000.00 per year
Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Flexible Spending Account
Health Insurance
Paid Time Off
Vision Insurance
COVID-19 considerations:
To keep our employees as safe as possible, we are getting the office deep cleaned and using EPA approved disinfectants that are shown to reduce the spread of Covid
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Achievement-oriented -- enjoys taking on challenges, even if they might fail
Innovative -- prefers working in unconventional ways or on tasks that require creativity
Schedule:
Monday to Friday
Company's website:
www.reinsight.com
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Yes",-1,RE Insight,"Irvine, CA","Irvine, CA",1 to 50 employees,2018,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
46,Data Analytics Engineer,$80K-$132K (Glassdoor est.),"Analytics Engineer-Administration
Summa Health System
Full-time, w/benefits

Summa Health System is recognized as one of the region’s top employers by a number of third party organizations, including NorthCoast 99. Exceptional candidates gravitate to Summa because of its culture, passion for delivering excellent service to our patients and families commitment to our philosophy of servant leadership, collegial working relationships at every level of the organization and competitive pay and benefits.

Summary:
Works with a team of technologists (Data Engineers and Visualization Engineers) to deliver insights across various aspects of Summa Health’s operational, financial, and clinical activities with the goal of leveraging data to drive and realize the full potential of the organization’s programs.

Minimum Qualifications:

Formal Education Required:
-Bachelor’s degree in computer science, applied mathematics, statistics, or related discipline

Experience & Training Required:
-Five (5) years of experience in a previous analytics role in healthcare domain involving healthcare data analysis to optimize business operations
-Knowledgeable about the workings of integrated healthcare systems, health plan, research, and community programs
-Experience in analyzing healthcare data using statistical methods to optimize business operations and communicating their findings using data visualization and detailed reports

Other Skills, Competencies and Qualifications:
-Analytical mindset with good problem-solving skills
-Excellent written and verbal communication skills
-Acumen for analytics needs of an integrated health system how to use data to achieve those needs.
-Ability to effectively interact with populations of patients/customers with an understanding of their needs for self-respect and dignity
-Ability to summarize results and develop effective business presentations.
-Ability to interact with populations both technical and non-technical, with an understanding of their needs for self-respect and dignity
-Strong, critical thinker with ability to extend knowledge of information systems and applications to business processes and to cross team collaboration. Ability to explain complex, technical concepts to lay audiences and non-IT staff.
-Basic knowledge of data warehousing, data marts
-Experience with one or more Summa application platforms is desirable including Soarian Financials, DSS, HQ/HI, Epic/CarePATH and tools (RWB, Clarity, Caboodle, Radar, SlicerDicer, Registries), CostFlex, e-ClinicalWorks, GE Centricity, Lawson, Pentaho, SAS, Tableau.

1. Work with senior leaders within a line of business and across the enterprise to establish a measurement plan focused on outcomes
2. Work as a data strategist to identify and integrate datasets, data components, and attributes from various information systems to leverage information for business programs and objectives
3. Communicate, advise senior leaders about utilizing all relevant data, including clinical, operational, exposome, social determinate, economic and financial, to drive programmatic growth and achieve strategic outcomes
4. Gather baseline data information to understand current state and improvement opportunity
5. Identify data requirements based on analytical processes to measure the outcomes
6. Conduct descriptive/statistical analysis of the data set to validate hypothesis
7. Define the business requirements / specifications and user interface (Wireframes and Mockups)
8. Work with other members of CoE to develop mission control dashboards that measures the timely performance to outcome
9. Validate, deploy mission control dashboards
10. Educate Mission end users and advocate adoption of analytical tools
11. Support rolling out new insights, which are a result of discovery and exploratory exercises conducted, by citizen data analysts / scientists.
12. Ensuring that mission control insights remain relevant to achieving the desired outcome
13. Confirming that stakeholders are utilizing mission control in pursuit of that outcome
14. Surfacing new insights to drive continuous improvement
15. Communicate findings to stakeholders; implement improvement efforts as needed.




Level of Physical Demands:
Light: Exerts up to 20 pounds of force occasionally and/or up to ten pounds of force frequently, and/or a negligible amount of force continuously.
#LI-AV1",3.7,"Summa Health System
3.7","Akron, OH","Akron, OH",5001 to 10000 employees,1926,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
47,Data Scientist,$80K-$132K (Glassdoor est.),"Cohere Health is simplifying healthcare for patients, their doctors, and all those who are important in a patient's healthcare experience. Our focus is to enable an efficient, transparent patient journey where patient goals are central to decision-making.

We are a mission-driven and fast-growing company obsessed with eliminating the wasteful friction patients and doctors experience, particularly for diagnoses that require expensive procedures or medications. To that end, we build products and services that ensure the appropriate plan of care is understood and expeditiously approved, so that patients and doctors can focus on health, rather than payment or administrative hassles.

This is a great opportunity for an outstanding data science professional to go in-house at a Series A healthcare technology company and learn what it takes to show the value of our products and services. You will work closely with analytics leadership, product and IT to support decision-making, and will dig into a wide range of strategic, product, and operational problems. The work will be fast-paced and project-based, with evolving needs - requiring scrappiness, flexibility, curiosity, and grace under pressure. Your work will enable Cohere to make the right investments in a critical stage for our company.

This role offers the potential to grow at Cohere in data science, or potentially move to other functions as well. You will contribute to healthcare analytics from the economic and quality perspective, help build an a company, as well as wear many hats. Our team values empowerment and is committed to developing our talent.

What you will do:
Collaborate cross-functionally to design appropriate data-use capabilities across a wide breadth of analytical needs
Use your expertise in healthcare data to develop effective models to improve our product
Partner with Engineering to deliver seamless modeling for product implementation
What you will have:


5-7 years model building and analytical experience at company where using ML/ AI were critical to the mission, preferably a healthcare company or allied health organization
Direct experience partnering with Engineering to deliver the right analytical models to Product
Clear understanding of model building, model maintenance and the measures that optimize models for product use
Excellent communication and collaboration skills
Proficient in R, SQL,Python and other common analytic/ data tools
Strong knowledge of EMR data, SDoH, Claims, NLP use and other important healthcare related data sources
Proficient in current modeling approaches in machine learning and AI such as decision trees and Med2Vec, Patient2vec and other innovative approaches to analyzing data
Master's degree in STEM, public health, finance, economics, or other related field
We can't wait to learn more about you and meet you at Cohere Health!",5.0,"Cohere Health
5.0","Boston, MA","Boston, MA",1 to 50 employees,2019,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1
48,Senior Data Analytics and Research Lead,$80K-$132K (Glassdoor est.),"Job Description:

The Senior Data Analytics and Research Lead will be responsible for gathering business requirements, understanding complex product, business and engineering challenges, compose and prioritize research projects and then execute them in partnership with other data scientists, data analysts as well as leverage the work of our data engineering team.

Have direct ownership of corporate metrics, ensure accuracy, timeliness and intent of all published data products within area of ownership by our team and all other teams within the company. Have executive visibility and influence capability.

Strong communication skills, data driven product and corporate excellence culture a must.

Experience with requirements of data security, data privacy and legal / jurisdictional compliance and governance a must.

Other Responsibilities :
Build a long term 'data analytics stack' for Avalara. Work with the product managers, DBA teams and broader engineering teams build scalable data orchestration, transformation and reporting streams that can capture and prepare billions of transactions per day for customer reporting.
Build strong and captivating data visualizations in PowerBI/Tableau Experience building powerful dashboards which are embedded in web and mobile applications is a major plus.
Practice/Implement data security, encryption and masking policies across various data sets and data sources.
Develop and manage end-to-end project plans and ensure on-time delivery.
Communicate status and big picture to the project team and management.
Work with business and engineering teams to identify scope, constraints, dependencies, and risks.
Identify risks and opportunities across the business and drive solutions.
Minimum Qualifications
8+ years combined in data engineer, business intelligence and in-app embedded analytics.
Advanced SQL, scripting (Python or R) and advanced data visualization experience a must.
Bachelor's degree in Computer Science or Engineering
Experience managing efforts in distributed systems and/or developing large scale web applications
Proven ability to combine business acumen, technical acumen and process expertise to define client (internal/external) engagement and program execution
Ability to communicate effectively with technical and non-technical stakeholders across multiple business units
Excellent problem-solving skills
About Avalara

Avalara helps businesses of all sizes achieve compliance with transaction taxes, including sales and use, VAT, excise, communications, and other tax types. The company delivers comprehensive, automated, cloud-based solutions designed to be fast, accurate, and easy to use. The Avalara Compliance Cloud® platform helps customers manage complicated and burdensome tax compliance obligations imposed by state, local, and other taxing authorities throughout the world.

Avalara offers more than 600 pre-built connectors into leading accounting, ERP, ecommerce and other business applications, making the integration of tax and compliance solutions easy for customers. Each year, the company processes billions of indirect tax transactions for customers and users, files more than a million tax returns, and manages millions of tax exemption certificates and other compliance documents.

#LI-POST",3.6,"Avalara
3.6","Seattle, WA","Seattle, WA",1001 to 5000 employees,2004,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
49,Data Engineer,$80K-$132K (Glassdoor est.),"Job Description

Why consider OPI, and why do people dig working here?
Variety of consulting; new technologies, projects, and people on a regular basis.
Stability; we’ve been around since 1996 and have a diverse mix of clients and technologies to keep us busy, very busy. And we keep a bench. If you’re not on a project, you’re writing software for our internal business functions or you’re learning new technologies. It’s in our benefit to make our consultants as marketable as possible. That’s good for your career.
No politics or management; we don’t get in the way. Why sit in meetings all day when you can code and be productive?
Awesome benefits; free healthcare for your entire family (yes, free), 24 days of PTO + 10 days of sick time, quarterly profit sharing bonuses, you get paid OT, company trips (to Mexico), 3 company lake cabins/homes, various quarterly company events, new Macbook Pro’s, free beer/soda, chips, candy, and so much more.
You work with the best. Do an Object Partners search on LinkedIn and see the types of talent we hire. You truly get to work with intelligent, passionate engineers that share the same goal of building great software the right way.
Low company overhead. It all means more money back into our consultants pockets (profit sharing) or company trips and events to share in the financial success.

Qualifications

Architecture and design of highly available/scalable distributed systems.
Design and development of streaming data platforms using Kafka Streams, Spark, Flink, Storm, Beam or Cloud Dataflow.
Experience with functional/event-driven programming.
NoSQL technologies such as ElasticSearch or Cassandra.
Messaging technologies such as RabbitMQ, Kafka or Kinesis.
SQL on Hadoop technologies such as Hive, Impala or Presto.
Cloud services such as AWS, Azure, GCP or OpenStack.
JVM languages such as Java, Groovy, Kotlin or Scala.
Service frameworks such as Spring Boot, Ratpack, Vert.x, or Play.
Knowledge of data analytics, visualization and governance.
Knowledge of operating big data production solutions at scale.
Knowledge of CI/CD pipelines and DevOps culture.
Passion for software development. Someone that loves what they do, that aren’t just in it for a paycheck. Do you have dev projects going on at home at all times?
New projects, new teams, new technologies means having to adjust and learn all the time. You might get thrown on a DevOps project as well, so having the ability to jump in and get your feet wet without hesitation is important. If you don’t want to grow and learn, we’re not a fit.
Positive, can-do attitude. We can teach the technology, but we can’t teach how to approach client challenges with a positive, helpful demeanor. The best consultants aren’t the most technical (although that sure helps), it’s the consultant that will do whatever it takes to see a client be successful, no matter what they throw at you.",4.7,"Object Partners
4.7","Saint Louis, MO","Minneapolis, MN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),"Solution Design Group, Intertech (Minnesota)"
50,Applied Data Scientist and Statistician,$80K-$132K (Glassdoor est.),"Are you a Data Scientist looking for an opportunity to work on a global consumer brand across the entire business? Do you enjoy partnering across business groups to help answer questions and uncover insights? ASICS Digital is currently seeking an Applied Data Scientist and Statistician to join our Analytics team in Boston.

ASICS Digital, Inc. is a division of ASICS based in Boston, Massachusetts. Our goal is to build digital technologies to better connect the ASICS brand to its consumers. We are responsible for the continued development of mobile-fitness solutions such as ASICS Runkeeper and ASICS Studio, global e-commerce platforms, and other digital services that encourage people to move, get fit and stay balanced.
Job Responsibilities
Develop and support machine-learning models (naïve Bayes, random forest, gradient boosting, neural networks, etc.) that personalize and adapt the user experience for ASICS' fitness apps.
Work with software engineers to productionize these models.
Design and analyze digital experiments for our apps and e-commerce platforms, including analysis of heterogeneous treatment effects and use of Bayesian statistics to describe experimental outcomes.
Identify important factors driving customer behavior using techniques such as Markov chains and the Gale-Shapley algorithm.
Develop forecasting and anomaly detection models using additive regression techniques, such as Facebook’s Prophet.
Educate colleagues on key concepts in statistics, data analysis, and experimentation best practices.
Job Requirements
Master’s degree in Data Science, Statistics or a related field and two years in the job offered or two years data analysis experience.
Experience must include two years each of the following:
Analyzing and developing models with data using a data-oriented programming language such as Python or R
Using AWS services such as SageMaker, Comprehend, and S3
Using Google Analytics to monitor and analyze site performance metrics; building reporting and data visualizations in Tableau
Extracting and manipulating data from cloud data warehouses using Snowflake SQL or Google BigQuery
Analyzing and reporting on the results of A/B tests for websites and mobile applications
Using statistics to compare and contrast populations
Developing and presenting analysis reports and training materials to business stakeholders
Setting up targeted marketing campaigns and experiments using a cloud-based campaign management platform such as MessageGears or Iterable.

Experience may be gained concurrently.
ASICS Digital is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, veteran status, or fitness level.",4.4,"ASICS Digital
4.4","Boston, MA","Boston, MA",51 to 200 employees,2008,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
51,Data Scientist,$80K-$132K (Glassdoor est.),"The Senior Data Scientist will build and improve analytic pipelines to consolidate multiple data sources, perform analytic processing, and produce actionable business information (e.g., top-10 lists, pattern-matches, exceptions, or lists of #39;needles in the haystack#39;). S/he will apply hands-on development skills and experience as an expert in analytics, data science, pattern recognition, and",3.6,"Powertek
3.6","Washington, DC","Rockville, MD",51 to 200 employees,2001,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1
52,Senior Machine Learning Engineer,$80K-$132K (Glassdoor est.),"Senior Machine Learning Engineer
U.S. citizenship is required for this position due to Department of Defense restrictions.


Role Summary:
In this role you will be a key leader in the design, implementation, maintenance, and support of WPS’s Machine Learning (ML) / Intelligent Process Automation (IPA) / Robotic Process Automation (RPA) systems. This Engineer will work on a highly functional and successful Agile team working to continually innovate and improve WPS processes. This role will perform application development, application analysis and actively guide and drive solutions. Understanding IT strategies and architectures, training technology users, capacity and resource utilization, and infrastructure capabilities will be a key factor in the success of this role.

In this role you will:
Perform as a general solution designer for the team, providing a tapestry of hands on development, support, guidance and ideation to the team.
Be responsible for analyzing, programming and configuring cognitive systems software.
Perform development that will include, testing, debugging, documenting and implementing applications that greatly improve WPS’s processes.
Be a key contributor seeing requirements through inception to deployment.
Work in a change driven environment on a team deeply rooted in automation, Innovation improvements and ideation.
Work in a strong Agile team environment.
Implement/develop machine learning solutions using open source libraries such as scikit-learn and TensorFlow, as well as vendor solutions such as IBM Watson
Perform data science analysis on complex data sets to determine viability of a machine learning solution
Ability to provide other functions including:
Developing web services
Writing queries and stored procedures
Understanding technical infrastructure requirements
Configuring new RPA processes and objects using workflow
Working with RPA vendor on software-related issues and release updates
Working within existing processes and implementing change requirements as part of a structured change control process
Generating technical design documentation when appropriate
This role could be a good fit if you:
Possess a high aptitude in object oriented (OOAD) and functional programming including experience with; VBA, C#, Python.
Interested in both the planning and concrete implementations of applications and software while having an understanding and interest in Machine Learning
Enjoy creating simple insights into complex and layered data
Passion to Implement/develop machine learning solutions using open source libraries
Enjoy taking a leadership role on complex projects independently or as part of a larger project team.
Manage multiple competing initiatives and escalate issues effectively.
Passion for innovation, process improvement, and integration.
You’ll benefit from this experience by:
Growing within an environment of hardworking individuals with diverse backgrounds and skillsets.
Being an integral team member and leader on a highly functional and experienced Scrum team.
Working in a development team, with the backing and support from ground-floor to executive-level employees that are driven to succeed.
Working in an environment that serves our Nation’s military, veterans, Guard and Reserves along with their families.
You need to have:

U.S. citizenship is required for this position due to Department of Defense restrictions.
Bachelor's Degree in related field or equivalent post high school and/or related work experience
1 or more years of related work experience
We also prefer:
5 or more years of experience in IT
Experience working as a solutions Architect
Experience working with Machine learning technologies.
Experience with Elite DevSecOps, including automated deployment.
Experience with IBM - Watson
Strong hands on exp implementing Machine Learning models.
Development experience with: C# VBA .Net.
Your Team's Philosophy:

Preparing WPS for the next generation of competition (Competitiveness)
As our position in the federal contracting space evolves alongside our digital maturity, our role as adata servicescompany will be amplified by our core capability to leverage cognitive solutions in the federal space
Reducing operating cost through a new class of automation (Profitability)
Continuing development of new automation to save our workforce from menial tasks and position us to compete on cost
Focusing our workforce (People)
Our beneficiaries and primes depend on us to put theright peoplein front ofreal problems to deliver accurate, timely processing with more complex decision making.
Optimizing our workforce (Execution)
We will be able to re-structure and organize our workforce around emerging cognitive insights, allowing us to execute in new, more effective patterns
Compensation and Benefits
Eligible for annual Performance Bonus Program
401(k) withdollar-per-dollar match up to 6% of salary
Competitive paid time off
Health and dental insurance startDAY 1
Vision insurance
Flexible spending, dependent care, and health savings accounts
Short- and long-term disability, group life insurance
Dress for your day
Innovative professional and cognitive development programs
Who We Are

WPS Health Solutions is an innovator in health insurance and a worldwide leader in claims administration, serving millions of beneficiaries in the United States and abroad.

Founded in 1946, WPS offers health insurance plans for individuals, families, and seniors, and group plans for small and large businesses. We are a world-class claims processor and program administrator for the government’s Medicare program. And we manage benefits for millions of active-duty and retired military personnel and their families.

WPS has been named one of theWorld's Most Ethical Companies® by the Ethisphere® Institute for 10 years in a row.

Learn more about WPS.

Our Purpose and Values

Our purpose is to make healthcare easier for those we serve.Click Here

Our values– Customer Focused, Individual Responsibility, Mutual Respect, and Driven& Passionate– are the core of who we are and how we conduct business every day.

Health Insurance

WPS Health Insurance offers high-quality health insurance plans for individuals and families, Medicare supplement plans for seniors, and group health plans for businesses of every size.

http://wpshealthsolutions.com/business-units/wpshi.shtml

Military and Veterans Health

WPS Military and Veterans Health administers claims and provides customer service and related activities for the U.S. Department of Defense and the U.S. Department of Veterans Affairs and their beneficiaries.

http://wpshealthsolutions.com/business-units/wpsmvh.shtml

Government Health Administrators

WPS Government Health Administrators manages Medicare Part A and Part B benefits for more than 7 million beneficiaries. As one of the largest contractors for the Centers for Medicare& Medicare Services, we’ve served Medicare beneficiaries and their health care providers since 1966.

http://wpshealthsolutions.com/business-units/wpsgha.shtml

Arise

Arise Health Plan provides innovative and high-value health plans to groups and individuals in eastern and northeastern Wisconsin. With our quality Wisconsin-based customer service, Arise offers health care expertise with a personal touch.

http://wpshealthsolutions.com/business-units/arise.shtml

EPIC Specialty Benefits

EPIC Specialty Benefits provides businesses group insurance products that cover:
Life
Disability
Dental
Vision
Voluntary benefits
http://wpshealthsolutions.com/business-units/epicsb.shtml

Stay connected: Sign-up for Job Alerts

FOLLOW US!

Facebook

Twitter

LinkedIn",3.1,"WPS Health Solutions
3.1","Madison, WI","Monona, WI",1001 to 5000 employees,1946,Nonprofit Organization,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1
53,Data Scientist,$80K-$132K (Glassdoor est.),"Job Description

The Cooking Lab is the publisher of both Modernist Cuisine: The Art and Science of Cooking (2011) and Modernist Cuisine at Home (2012). Our interdisciplinary team in Bellevue, Washington includes scientists, development chefs, and a full editorial department, as well as business and marketing staff—all dedicated to advancing the state of the culinary arts through the creative application of scientific knowledge and experimental techniques. In addition to our award-winning Modernist Cuisine books, The Cooking Lab provides consulting, R & D, and invention services to food companies and culinary equipment makers, large and small. Our research laboratory in Bellevue includes one of the best equipped kitchens in the world as well as access to a full set of machining, analytical, and computational facilities, provided by the Intellectual Ventures Lab.

The Cooking Lab is looking for a Data Scientist to join their journey to understand food and cooking. In addition to its primary research, MC is very interested in analyzing the received wisdom of recipes from around the world and over time. The Data Scientist will be responsible for leading an audacious effort to catalog, ingest, and analyze the world's pastry recipes.

The Data Scientist will apply computer vision, OCR, natural language processing, and other techniques to transform formatted recipes into structured data. He or she will lead further development of our pipeline for tagging unstructured data to train machine learning algorithms to identify new recipes. Then, he or she will perform analysis on the resulting structured data to answer specific questions about the data. For instance, ""What is the distribution of baking temperatures recommended for a croissant?"" Or, ""How has the amount of salt in chocolate chip cookie recipes varied over time?""

In addition to the recipe analysis responsibilities, the Data Scientist will work with the culinary team for a variety of other scientific analysis and visualization projects.

Responsibilities:
Expand our in-house framework for catalog of pastry recipes
Further develop our methodology for schematizing, codifying, and analyzing recipes
Implement processes, including human tagging, machine learning, and quality evaluation for codified recipes
Mine data for useful insights and storytelling
Support culinary team in scientific analysis and visualization projects
Key Qualifications and Required Skills:
Experience with natural language processing and machine learning
Proficiency in software development (.NET, C/C++, Python, Java)
Ability to design data processing pipelines, storage structures, and automation for both on-premise and cloud computing environments
Experience with extraction, transformation, and loading (ETL) of large datasets for ad-hoc analysis in Excel, Matlab, or other packages
Familiarity with computer vision and OCR software
Passion for cooking, culinary history, or culinary science a plus
We are an equal opportunity employer",3.3,"Intellectual Ventures
3.3","Bellevue, WA","Bellevue, WA",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1
54,Data Engineer,$80K-$132K (Glassdoor est.),"Chef Software is the industry leader in IT automation and DevOps solutions. We develop the world's best products for managing applications and infrastructure at scale, and we deploy them against real problems in all kinds of industries. We’re writing the rules of the cloud -- rules the world’s top engineers live, breathe and contribute to. Our platform is used to enable hundreds of millions of people around the world to chat, fly, present, bank, game, shop, and learn. Chances are the web applications you use every day have infrastructure built, deployed, secured and ran with our code.

We are a dynamic and rapidly growing software company with a strong sense of dedication to our customers and the Chef community. We work hard but try not to take ourselves too seriously. This is a very collaborative and inclusive work environment. Individuals, strong on aptitude and attitude, will have an opportunity to grow their professional careers through working with some of the most advanced technology and talented developers in the business. We provide competitive compensation, generous benefits, and a professional yet relaxed atmosphere.

We are seeking a highly motivated, results oriented individual with strong data engineering skills and experience in cloud technologies to join our platform architecture team. This person will play a key role in developing advanced analytics products for Chef customers. They will also have a key influence on our future processes and architecture.
What you'll do:
Take ownership for designing, developing and maintaining scalable data pipelines and data models.
Design, construct, install, test and maintain data management systems.
Develop data ingestion and integrations processes.
Ensure that all systems meet the business/company requirements as well as industry best practices.
Integrate up-and-coming data management and software engineering technologies into existing data structures.
Develop set processes for data mining, data modeling, data ingestion, and data production.
Contribute to the design of new product offerings based on data analytics.
Create custom software components and analytics applications.
Research new uses for existing data; design experiments and analysis to answer key business questions.
Employ an array of technologies, languages and tools to connect systems together.
Collaborate with members of your team (eg, architects and engineers) on project goals.
Recommend different ways to constantly improve data reliability and quality.
Who you are:
You have a minimum of a Bachelors’ degree in Computer Science, Data Science, or related field, plus 5 years of experience (or equivalent combination of education and experience). Masters degree in a relevant field is advantageous.
You have demonstrable software development skills in at least one language such as Rust, Go, C#, C++, Ruby or Java.
You have expertise in architecting, designing and implementing data solutions in a cloud-native environment (AWS preferred).
You have experience with a variety of data technologies and structures that includes relational databases, NoSQL and graph.
You’re well-versed in working with big data.
You have excellent analytical and problem-solving skills.
You like to dive in, learn new things, and want to build awesome products.
You have experience building and operating high-performance data systems.
Working experience with Containers and Container orchestration tools such as Docker and Kubernetes is a huge plus.
You’ve had experience working with APIs (graph, specifically).
You enjoy collaborating closely with product management and internal engineering teams to understand their complex issues, solve their problems and elicit frequent feedback on the solutions you provide
You believe quality is part of the development process and not an afterthought
Our platform architecture team is remote and distributed. Allowing us to not only live where we will be most productive, but enables us to create a work environment that celebrates all of our humanity. We celebrate the difference of perspective this brings and the barriers it removes.

Benefits are awesome - a competitive salary, equity for all, solid medical/dental benefits, 401(k), telecommuting, flextime, a variety of interesting projects, and brilliant co-workers.
At Chef, we celebrate and support our differences. We know employing a team rich in diverse thoughts, experiences, and opinions allows our employees, our products and our community to flourish. Chef is honored to be an equal opportunity workplace. We are dedicated to equal employment opportunities regardless of race, color, ancestry, religion, sex, national orientation, age, citizenship, marital status, disability, gender identity, sexual orientation or Veteran status.",3.6,"Chef
3.6",United States,"Seattle, WA",201 to 500 employees,2008,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million (USD),"Puppet, Ansible, SaltStack"
